country,year,democracy,monarchy
Botswana,2012,democracy,republic
Madagascar,2000,democracy,republic
Madagascar,2001,democracy,republic
Madagascar,2002,democracy,republic
Madagascar,2003,democracy,republic
Madagascar,2004,democracy,republic
Madagascar,2005,democracy,republic
Madagascar,2006,democracy,republic
Madagascar,2007,democracy,republic
Madagascar,2008,democracy,republic
Madagascar,2009,autocracy,N/A
Madagascar,2010,autocracy,N/A
Madagascar,2011,autocracy,N/A
Madagascar,2012,autocracy,N/A
Comoros,2000,autocracy,N/A
Comoros,2001,autocracy,N/A
Comoros,2002,autocracy,N/A
Comoros,2003,autocracy,N/A
Comoros,2004,autocracy,N/A
Comoros,2005,autocracy,N/A
Comoros,2006,democracy,republic
Comoros,2007,democracy,republic
Comoros,2008,democracy,republic
Comoros,2009,democracy,republic
Comoros,2010,democracy,republic
Comoros,2011,democracy,republic
Comoros,2012,democracy,republic
Mauritius,2000,democracy,republic
Mauritius,2001,democracy,republic
Mauritius,2002,democracy,republic
Mauritius,2003,democracy,republic
Mauritius,2004,democracy,republic
Mauritius,2005,democracy,republic
Mauritius,2006,democracy,republic
Mauritius,2007,democracy,republic
Mauritius,2008,democracy,republic
Mauritius,2009,democracy,republic
Mauritius,2010,democracy,republic
Mauritius,2011,democracy,republic
Mauritius,2012,democracy,republic
Seychelles,2000,autocracy,N/A
Seychelles,2001,autocracy,N/A
Seychelles,2002,autocracy,N/A
Seychelles,2003,autocracy,N/A
Seychelles,2004,autocracy,N/A
Seychelles,2005,autocracy,N/A
Seychelles,2006,autocracy,N/A
Seychelles,2007,autocracy,N/A
Seychelles,2008,autocracy,N/A
Seychelles,2009,autocracy,N/A
Seychelles,2010,autocracy,N/A
Seychelles,2011,autocracy,N/A
Seychelles,2012,autocracy,N/A
Morocco,2000,autocracy,N/A
Morocco,2001,autocracy,N/A
Morocco,2002,autocracy,N/A
Morocco,2003,autocracy,N/A
Morocco,2004,autocracy,N/A
Morocco,2005,autocracy,N/A
Morocco,2006,autocracy,N/A
Morocco,2007,autocracy,N/A
Morocco,2008,autocracy,N/A
Morocco,2009,autocracy,N/A
Morocco,2010,autocracy,N/A
Morocco,2011,autocracy,N/A
Morocco,2012,autocracy,N/A
Algeria,2000,autocracy,N/A
Algeria,2001,autocracy,N/A
Algeria,2002,autocracy,N/A
Algeria,2003,autocracy,N/A
Algeria,2004,autocracy,N/A
Algeria,2005,autocracy,N/A
Algeria,2006,autocracy,N/A
Algeria,2007,autocracy,N/A
Algeria,2008,autocracy,N/A
Algeria,2009,autocracy,N/A
Algeria,2010,autocracy,N/A
Algeria,2011,autocracy,N/A
Algeria,2012,autocracy,N/A
Tunisia,2000,autocracy,N/A
Tunisia,2001,autocracy,N/A
Tunisia,2002,autocracy,N/A
Tunisia,2003,autocracy,N/A
Tunisia,2004,autocracy,N/A
Tunisia,2005,autocracy,N/A
Tunisia,2006,autocracy,N/A
Tunisia,2007,autocracy,N/A
Tunisia,2008,autocracy,N/A
Tunisia,2009,autocracy,N/A
Tunisia,2010,autocracy,N/A
Tunisia,2011,autocracy,N/A
Tunisia,2012,autocracy,N/A
Libya,2000,autocracy,N/A
Libya,2001,autocracy,N/A
Libya,2002,autocracy,N/A
Libya,2003,autocracy,N/A
Libya,2004,autocracy,N/A
Libya,2005,autocracy,N/A
Libya,2006,autocracy,N/A
Libya,2007,autocracy,N/A
Libya,2008,autocracy,N/A
Libya,2009,autocracy,N/A
Libya,2010,autocracy,N/A
Libya,2011,autocracy,N/A
Libya,2012,autocracy,N/A
Sudan,2000,autocracy,N/A
Sudan,2001,autocracy,N/A
Sudan,2002,autocracy,N/A
Sudan,2003,autocracy,N/A
Sudan,2004,autocracy,N/A
Sudan,2005,autocracy,N/A
Sudan,2006,autocracy,N/A
Sudan,2007,autocracy,N/A
Sudan,2008,autocracy,N/A
Sudan,2009,autocracy,N/A
Sudan,2010,autocracy,N/A
Sudan,2011,autocracy,N/A
Sudan,2012,autocracy,N/A
Iraq,2000,autocracy,N/A
Iraq,2001,autocracy,N/A
Iraq,2002,autocracy,N/A
Iraq,2003,N/A,N/A
Iraq,2004,N/A,N/A
Iraq,2005,N/A,N/A
Iraq,2006,N/A,N/A
Iraq,2007,N/A,N/A
Iraq,2008,N/A,N/A
Iraq,2009,autocracy,N/A
Iraq,2010,autocracy,N/A
Iraq,2011,autocracy,N/A
Iraq,2012,autocracy,N/A
Egypt,2000,autocracy,N/A
Egypt,2001,autocracy,N/A
Egypt,2002,autocracy,N/A
Egypt,2003,autocracy,N/A
Egypt,2004,autocracy,N/A
Egypt,2005,autocracy,N/A
Egypt,2006,autocracy,N/A
Egypt,2007,autocracy,N/A
Egypt,2008,autocracy,N/A
Egypt,2009,autocracy,N/A
Egypt,2010,autocracy,N/A
Egypt,2011,autocracy,N/A
Egypt,2012,autocracy,N/A
Lebanon,2000,autocracy,N/A
Lebanon,2001,autocracy,N/A
Lebanon,2002,autocracy,N/A
Lebanon,2003,autocracy,N/A
Lebanon,2004,autocracy,N/A
Lebanon,2005,autocracy,N/A
Lebanon,2006,autocracy,N/A
Lebanon,2007,autocracy,N/A
Lebanon,2008,autocracy,N/A
Lebanon,2009,autocracy,N/A
Lebanon,2010,autocracy,N/A
Lebanon,2011,autocracy,N/A
Lebanon,2012,autocracy,N/A
Jordan,2000,autocracy,N/A
Jordan,2001,autocracy,N/A
Jordan,2002,autocracy,N/A
Jordan,2003,autocracy,N/A
Jordan,2004,autocracy,N/A
Jordan,2005,autocracy,N/A
Jordan,2006,autocracy,N/A
Jordan,2007,autocracy,N/A
Jordan,2008,autocracy,N/A
Jordan,2009,autocracy,N/A
Jordan,2010,autocracy,N/A
Jordan,2011,autocracy,N/A
Jordan,2012,autocracy,N/A
Israel,2000,democracy,republic
Israel,2001,democracy,republic
Israel,2002,democracy,republic
Israel,2003,democracy,republic
Israel,2004,democracy,republic
Israel,2005,democracy,republic
Israel,2006,democracy,republic
Israel,2007,democracy,republic
Israel,2008,democracy,republic
Israel,2009,democracy,republic
Israel,2010,democracy,republic
Israel,2011,democracy,republic
Israel,2012,democracy,republic
Yemen,2000,autocracy,N/A
Yemen,2001,autocracy,N/A
Yemen,2002,autocracy,N/A
Yemen,2003,autocracy,N/A
Yemen,2004,autocracy,N/A
Yemen,2005,autocracy,N/A
Yemen,2006,autocracy,N/A
Yemen,2007,autocracy,N/A
Yemen,2008,autocracy,N/A
Yemen,2009,autocracy,N/A
Yemen,2010,autocracy,N/A
Yemen,2011,autocracy,N/A
Yemen,2012,autocracy,N/A
Kuwait,2000,autocracy,N/A
Kuwait,2001,autocracy,N/A
Kuwait,2002,autocracy,N/A
Kuwait,2003,autocracy,N/A
Kuwait,2004,autocracy,N/A
Kuwait,2005,autocracy,N/A
Kuwait,2006,autocracy,N/A
Kuwait,2007,autocracy,N/A
Kuwait,2008,autocracy,N/A
Kuwait,2009,autocracy,N/A
Kuwait,2010,autocracy,N/A
Kuwait,2011,autocracy,N/A
Kuwait,2012,autocracy,N/A
Bahrain,2000,autocracy,N/A
Bahrain,2001,autocracy,N/A
Bahrain,2002,autocracy,N/A
Bahrain,2003,autocracy,N/A
Bahrain,2004,autocracy,N/A
Bahrain,2005,autocracy,N/A
Bahrain,2006,autocracy,N/A
Bahrain,2007,autocracy,N/A
Bahrain,2008,autocracy,N/A
Bahrain,2009,autocracy,N/A
Bahrain,2010,autocracy,N/A
Bahrain,2011,autocracy,N/A
Bahrain,2012,autocracy,N/A
Qatar,2000,autocracy,N/A
Qatar,2001,autocracy,N/A
Qatar,2002,autocracy,N/A
Qatar,2003,autocracy,N/A
Qatar,2004,autocracy,N/A
Qatar,2005,autocracy,N/A
Qatar,2006,autocracy,N/A
Qatar,2007,autocracy,N/A
Qatar,2008,autocracy,N/A
Qatar,2009,autocracy,N/A
Qatar,2010,autocracy,N/A
Qatar,2011,autocracy,N/A
Qatar,2012,autocracy,N/A
Oman,2000,autocracy,N/A
Oman,2001,autocracy,N/A
Oman,2002,autocracy,N/A
Oman,2003,autocracy,N/A
Oman,2004,autocracy,N/A
Oman,2005,autocracy,N/A
Oman,2006,autocracy,N/A
Oman,2007,autocracy,N/A
Oman,2008,autocracy,N/A
Oman,2009,autocracy,N/A
Oman,2010,autocracy,N/A
Oman,2011,autocracy,N/A
Oman,2012,autocracy,N/A
Afghanistan,2000,autocracy,N/A
Afghanistan,2001,N/A,N/A
Afghanistan,2002,N/A,N/A
Afghanistan,2003,N/A,N/A
Afghanistan,2004,autocracy,N/A
Afghanistan,2005,autocracy,N/A
Afghanistan,2006,autocracy,N/A
Afghanistan,2007,autocracy,N/A
Afghanistan,2008,autocracy,N/A
Afghanistan,2009,autocracy,N/A
Afghanistan,2010,autocracy,N/A
Afghanistan,2011,autocracy,N/A
Afghanistan,2012,autocracy,N/A
Turkmenistan,2000,autocracy,N/A
Turkmenistan,2001,autocracy,N/A
Turkmenistan,2002,autocracy,N/A
Turkmenistan,2003,autocracy,N/A
Turkmenistan,2004,autocracy,N/A
Turkmenistan,2005,autocracy,N/A
Turkmenistan,2006,autocracy,N/A
Turkmenistan,2007,autocracy,N/A
Turkmenistan,2008,autocracy,N/A
Turkmenistan,2009,autocracy,N/A
Turkmenistan,2010,autocracy,N/A
Turkmenistan,2011,autocracy,N/A
Turkmenistan,2012,autocracy,N/A
Tajikistan,2000,autocracy,N/A
Tajikistan,2001,autocracy,N/A
Tajikistan,2002,autocracy,N/A
Tajikistan,2003,autocracy,N/A
Tajikistan,2004,autocracy,N/A
Tajikistan,2005,autocracy,N/A
Tajikistan,2006,autocracy,N/A
Tajikistan,2007,autocracy,N/A
Tajikistan,2008,autocracy,N/A
Tajikistan,2009,autocracy,N/A
Tajikistan,2010,autocracy,N/A
Tajikistan,2011,autocracy,N/A
Tajikistan,2012,autocracy,N/A
Uzbekistan,2000,autocracy,N/A
Uzbekistan,2001,autocracy,N/A
Uzbekistan,2002,autocracy,N/A
Uzbekistan,2003,autocracy,N/A
Uzbekistan,2004,autocracy,N/A
Uzbekistan,2005,autocracy,N/A
Uzbekistan,2006,autocracy,N/A
Uzbekistan,2007,autocracy,N/A
Uzbekistan,2008,autocracy,N/A
Uzbekistan,2009,autocracy,N/A
Uzbekistan,2010,autocracy,N/A
Uzbekistan,2011,autocracy,N/A
Uzbekistan,2012,autocracy,N/A
Kazakhstan,2000,autocracy,N/A
Kazakhstan,2001,autocracy,N/A
Kazakhstan,2002,autocracy,N/A
Kazakhstan,2003,autocracy,N/A
Kazakhstan,2004,autocracy,N/A
Kazakhstan,2005,autocracy,N/A
Kazakhstan,2006,autocracy,N/A
Kazakhstan,2007,autocracy,N/A
Kazakhstan,2008,autocracy,N/A
Kazakhstan,2009,autocracy,N/A
Kazakhstan,2010,autocracy,N/A
Kazakhstan,2011,autocracy,N/A
Kazakhstan,2012,autocracy,N/A
China,2000,autocracy,N/A
China,2001,autocracy,N/A
China,2002,autocracy,N/A
China,2003,autocracy,N/A
China,2004,autocracy,N/A
China,2005,autocracy,N/A
China,2006,autocracy,N/A
China,2007,autocracy,N/A
China,2008,autocracy,N/A
China,2009,autocracy,N/A
China,2010,autocracy,N/A
China,2011,autocracy,N/A
China,2012,autocracy,N/A
Mongolia,2000,democracy,republic
Mongolia,2001,democracy,republic
Mongolia,2002,democracy,republic
Mongolia,2003,democracy,republic
Mongolia,2004,democracy,republic
Mongolia,2005,democracy,republic
Mongolia,2006,democracy,republic
Mongolia,2007,democracy,republic
Mongolia,2008,democracy,republic
Mongolia,2009,democracy,republic
Mongolia,2010,democracy,republic
Mongolia,2011,democracy,republic
Mongolia,2012,democracy,republic
Japan,2000,democracy,monarchy
Japan,2001,democracy,monarchy
Japan,2002,democracy,monarchy
Japan,2003,democracy,monarchy
Japan,2004,democracy,monarchy
Japan,2005,democracy,monarchy
Japan,2006,democracy,monarchy
Japan,2007,democracy,monarchy
Japan,2008,democracy,monarchy
Japan,2009,democracy,monarchy
Japan,2010,democracy,monarchy
Japan,2011,democracy,monarchy
Japan,2012,democracy,monarchy
India,2000,democracy,republic
India,2001,democracy,republic
India,2002,democracy,republic
India,2003,democracy,republic
India,2004,democracy,republic
India,2005,democracy,republic
India,2006,democracy,republic
India,2007,democracy,republic
India,2008,democracy,republic
India,2009,democracy,republic
India,2010,democracy,republic
India,2011,democracy,republic
India,2012,democracy,republic
Bhutan,2000,autocracy,N/A
Bhutan,2001,autocracy,N/A
Bhutan,2002,autocracy,N/A
Bhutan,2003,autocracy,N/A
Bhutan,2004,autocracy,N/A
Bhutan,2005,autocracy,N/A
Bhutan,2006,autocracy,N/A
Bhutan,2007,autocracy,N/A
Bhutan,2008,autocracy,N/A
Bhutan,2009,autocracy,N/A
Bhutan,2010,autocracy,N/A
Bhutan,2011,autocracy,N/A
Bhutan,2012,autocracy,N/A
Pakistan,2000,autocracy,N/A
Pakistan,2001,autocracy,N/A
Pakistan,2002,autocracy,N/A
Pakistan,2003,autocracy,N/A
Pakistan,2004,autocracy,N/A
Pakistan,2005,autocracy,N/A
Pakistan,2006,autocracy,N/A
Pakistan,2007,autocracy,N/A
Pakistan,2008,democracy,republic
Pakistan,2009,democracy,republic
Pakistan,2010,democracy,republic
Pakistan,2011,democracy,republic
Pakistan,2012,democracy,republic
Bangladesh,2000,democracy,republic
Bangladesh,2001,democracy,republic
Bangladesh,2002,democracy,republic
Bangladesh,2003,democracy,republic
Bangladesh,2004,democracy,republic
Bangladesh,2005,democracy,republic
Bangladesh,2006,democracy,republic
Bangladesh,2007,autocracy,N/A
Bangladesh,2008,autocracy,N/A
Bangladesh,2009,democracy,republic
Bangladesh,2010,democracy,republic
Bangladesh,2011,democracy,republic
Bangladesh,2012,democracy,republic
Myanmar,2000,autocracy,N/A
Myanmar,2001,autocracy,N/A
Myanmar,2002,autocracy,N/A
Myanmar,2003,autocracy,N/A
Myanmar,2004,autocracy,N/A
Myanmar,2005,autocracy,N/A
Myanmar,2006,autocracy,N/A
Myanmar,2007,autocracy,N/A
Myanmar,2008,autocracy,N/A
Myanmar,2009,autocracy,N/A
Myanmar,2010,autocracy,N/A
Myanmar,2011,autocracy,N/A
Myanmar,2012,autocracy,N/A
Maldives,2000,autocracy,N/A
Maldives,2001,autocracy,N/A
Maldives,2002,autocracy,N/A
Maldives,2003,autocracy,N/A
Maldives,2004,autocracy,N/A
Maldives,2005,autocracy,N/A
Maldives,2006,autocracy,N/A
Maldives,2007,autocracy,N/A
Maldives,2008,autocracy,N/A
Maldives,2009,democracy,republic
Maldives,2010,democracy,republic
Maldives,2011,democracy,republic
Maldives,2012,democracy,republic
Nepal,2000,democracy,monarchy
Nepal,2001,democracy,monarchy
Nepal,2002,autocracy,N/A
Nepal,2003,autocracy,N/A
Nepal,2004,autocracy,N/A
Nepal,2005,autocracy,N/A
Nepal,2006,autocracy,N/A
Nepal,2007,autocracy,N/A
Nepal,2008,democracy,republic
Nepal,2009,democracy,republic
Nepal,2010,democracy,republic
Nepal,2011,democracy,republic
Nepal,2012,democracy,republic
Thailand,2000,democracy,monarchy
Thailand,2001,democracy,monarchy
Thailand,2002,democracy,monarchy
Thailand,2003,democracy,monarchy
Thailand,2004,democracy,monarchy
Thailand,2005,democracy,monarchy
Thailand,2006,autocracy,N/A
Thailand,2007,autocracy,N/A
Thailand,2008,autocracy,N/A
Thailand,2009,autocracy,N/A
Thailand,2010,autocracy,N/A
Thailand,2011,democracy,monarchy
Thailand,2012,democracy,monarchy
Cambodia,2000,autocracy,N/A
Cambodia,2001,autocracy,N/A
Cambodia,2002,autocracy,N/A
Cambodia,2003,autocracy,N/A
Cambodia,2004,autocracy,N/A
Cambodia,2005,autocracy,N/A
Cambodia,2006,autocracy,N/A
Cambodia,2007,autocracy,N/A
Cambodia,2008,autocracy,N/A
Cambodia,2009,autocracy,N/A
Cambodia,2010,autocracy,N/A
Cambodia,2011,autocracy,N/A
Cambodia,2012,autocracy,N/A
Malaysia,2000,autocracy,N/A
Malaysia,2001,autocracy,N/A
Malaysia,2002,autocracy,N/A
Malaysia,2003,autocracy,N/A
Malaysia,2004,autocracy,N/A
Malaysia,2005,autocracy,N/A
Malaysia,2006,autocracy,N/A
Malaysia,2007,autocracy,N/A
Malaysia,2008,autocracy,N/A
Malaysia,2009,autocracy,N/A
Malaysia,2010,autocracy,N/A
Malaysia,2011,autocracy,N/A
Malaysia,2012,autocracy,N/A
Singapore,2000,autocracy,N/A
Singapore,2001,autocracy,N/A
Singapore,2002,autocracy,N/A
Singapore,2003,autocracy,N/A
Singapore,2004,autocracy,N/A
Singapore,2005,autocracy,N/A
Singapore,2006,autocracy,N/A
Singapore,2007,autocracy,N/A
Singapore,2008,autocracy,N/A
Singapore,2009,autocracy,N/A
Singapore,2010,autocracy,N/A
Singapore,2011,autocracy,N/A
Singapore,2012,autocracy,N/A
Philippines,2000,democracy,republic
Philippines,2001,democracy,republic
Philippines,2002,democracy,republic
Philippines,2003,democracy,republic
Philippines,2004,democracy,republic
Philippines,2005,democracy,republic
Philippines,2006,democracy,republic
Philippines,2007,democracy,republic
Philippines,2008,democracy,republic
Philippines,2009,democracy,republic
Philippines,2010,democracy,republic
Philippines,2011,democracy,republic
Philippines,2012,democracy,republic
Indonesia,2000,democracy,republic
Indonesia,2001,democracy,republic
Indonesia,2002,democracy,republic
Indonesia,2003,democracy,republic
Indonesia,2004,democracy,republic
Indonesia,2005,democracy,republic
Indonesia,2006,democracy,republic
Indonesia,2007,democracy,republic
Indonesia,2008,democracy,republic
Indonesia,2009,democracy,republic
Indonesia,2010,democracy,republic
Indonesia,2011,democracy,republic
Indonesia,2012,democracy,republic
Australia,2000,democracy,monarchy
Australia,2001,democracy,monarchy
Australia,2002,democracy,monarchy
Australia,2003,democracy,monarchy
Australia,2004,democracy,monarchy
Australia,2005,democracy,monarchy
Australia,2006,democracy,monarchy
Australia,2007,democracy,monarchy
Australia,2008,democracy,monarchy
Australia,2009,democracy,monarchy
Australia,2010,democracy,monarchy
Australia,2011,democracy,monarchy
Australia,2012,democracy,monarchy
Vanuatu,2000,democracy,republic
Vanuatu,2001,democracy,republic
Vanuatu,2002,democracy,republic
Vanuatu,2003,democracy,republic
Vanuatu,2004,democracy,republic
Vanuatu,2005,democracy,republic
Vanuatu,2006,democracy,republic
Vanuatu,2007,democracy,republic
Vanuatu,2008,democracy,republic
Vanuatu,2009,democracy,republic
Vanuatu,2010,democracy,republic
Vanuatu,2011,democracy,republic
Vanuatu,2012,democracy,republic
Kiribati,2000,democracy,republic
Kiribati,2001,democracy,republic
Kiribati,2002,democracy,republic
Kiribati,2003,democracy,republic
Kiribati,2004,democracy,republic
Kiribati,2005,democracy,republic
Kiribati,2006,democracy,republic
Kiribati,2007,democracy,republic
Kiribati,2008,democracy,republic
Kiribati,2009,democracy,republic
Kiribati,2010,democracy,republic
Kiribati,2011,democracy,republic
Kiribati,2012,democracy,republic
Fiji,2000,autocracy,N/A
Fiji,2001,autocracy,N/A
Fiji,2002,autocracy,N/A
Fiji,2003,autocracy,N/A
Fiji,2004,autocracy,N/A
Fiji,2005,autocracy,N/A
Fiji,2006,autocracy,N/A
Fiji,2007,autocracy,N/A
Fiji,2008,autocracy,N/A
Fiji,2009,autocracy,N/A
Fiji,2010,autocracy,N/A
Fiji,2011,autocracy,N/A
Fiji,2012,autocracy,N/A
Tonga,2000,autocracy,N/A
Tonga,2001,autocracy,N/A
Tonga,2002,autocracy,N/A
Tonga,2003,autocracy,N/A
Tonga,2004,autocracy,N/A
Tonga,2005,autocracy,N/A
Tonga,2006,autocracy,N/A
Tonga,2007,autocracy,N/A
Tonga,2008,autocracy,N/A
Tonga,2009,autocracy,N/A
Tonga,2010,autocracy,N/A
Tonga,2011,autocracy,N/A
Tonga,2012,democracy,monarchy
Samoa,2000,autocracy,N/A
Samoa,2001,autocracy,N/A
Samoa,2002,autocracy,N/A
Samoa,2003,autocracy,N/A
Samoa,2004,autocracy,N/A
Samoa,2005,autocracy,N/A
Samoa,2006,autocracy,N/A
Samoa,2007,autocracy,N/A
Samoa,2008,autocracy,N/A
Samoa,2009,autocracy,N/A
Samoa,2010,autocracy,N/A
Samoa,2011,autocracy,N/A
Samoa,2012,autocracy,N/A
